record_id,crop,symptom,diagnosis,image_paths,confirmed_by
D00203,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (43).JPG",PlantVillage
D00204,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (44).JPG",PlantVillage
D00205,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (45).JPG",PlantVillage
D00206,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (46).JPG",PlantVillage
D00207,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (47).JPG",PlantVillage
D00208,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (48).JPG",PlantVillage
D00209,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (49).JPG",PlantVillage
D00210,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (50).JPG",PlantVillage
D00211,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (51).JPG",PlantVillage
D00212,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (52).JPG",PlantVillage
D00213,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (53).JPG",PlantVillage
D00214,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (54).JPG",PlantVillage
D00215,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (55).JPG",PlantVillage
D00216,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (56).JPG",PlantVillage
D00217,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (57).JPG",PlantVillage
D00218,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (58).JPG",PlantVillage
D00219,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (59).JPG",PlantVillage
D00220,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (60).JPG",PlantVillage
D00221,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (61).JPG",PlantVillage
D00222,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (62).JPG",PlantVillage
D00223,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (63).JPG",PlantVillage
D00224,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (64).JPG",PlantVillage
D00225,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (65).JPG",PlantVillage
D00226,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (66).JPG",PlantVillage
D00227,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (67).JPG",PlantVillage
D00228,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (68).JPG",PlantVillage
D00229,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (69).JPG",PlantVillage
D00230,Blueberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Blueberry,healthy\image (70).JPG",PlantVillage
D00231,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (1).JPG",PlantVillage
D00232,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (2).JPG",PlantVillage
D00233,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (3).JPG",PlantVillage
D00234,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (4).JPG",PlantVillage
D00235,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (5).JPG",PlantVillage
D00236,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (6).JPG",PlantVillage
D00237,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (7).JPG",PlantVillage
D00238,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (8).JPG",PlantVillage
D00239,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (9).JPG",PlantVillage
D00240,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (10).JPG",PlantVillage
D00241,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (11).JPG",PlantVillage
D00242,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (12).JPG",PlantVillage
D00243,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (13).JPG",PlantVillage
D00244,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (14).JPG",PlantVillage
D00245,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (15).JPG",PlantVillage
D00246,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (16).JPG",PlantVillage
D00247,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (17).JPG",PlantVillage
D00248,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (18).JPG",PlantVillage
D00249,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (19).JPG",PlantVillage
D00250,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (20).JPG",PlantVillage
D00251,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (21).JPG",PlantVillage
D00252,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (22).JPG",PlantVillage
D00253,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (23).JPG",PlantVillage
D00254,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (24).JPG",PlantVillage
D00255,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (25).JPG",PlantVillage
D00256,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (26).JPG",PlantVillage
D00257,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (27).JPG",PlantVillage
D00258,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (28).JPG",PlantVillage
D00259,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (29).JPG",PlantVillage
D00260,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (30).JPG",PlantVillage
D00261,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (31).JPG",PlantVillage
D00262,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (32).JPG",PlantVillage
D00263,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (33).JPG",PlantVillage
D00264,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (34).JPG",PlantVillage
D00265,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (35).JPG",PlantVillage
D00266,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (36).JPG",PlantVillage
D00267,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (37).JPG",PlantVillage
D00268,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (38).JPG",PlantVillage
D00269,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (39).JPG",PlantVillage
D00270,Cherry,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Cherry,healthy\image (40).JPG",PlantVillage
D00271,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (1).JPG",PlantVillage
D00272,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (2).JPG",PlantVillage
D00273,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (3).JPG",PlantVillage
D00274,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (4).JPG",PlantVillage
D00275,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (5).JPG",PlantVillage
D00276,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (6).JPG",PlantVillage
D00277,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (7).JPG",PlantVillage
D00278,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (8).JPG",PlantVillage
D00279,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (9).JPG",PlantVillage
D00280,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (10).JPG",PlantVillage
D00281,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (11).JPG",PlantVillage
D00282,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (12).JPG",PlantVillage
D00283,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (13).JPG",PlantVillage
D00284,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (14).JPG",PlantVillage
D00285,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (15).JPG",PlantVillage
D00286,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (16).JPG",PlantVillage
D00287,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (17).JPG",PlantVillage
D00288,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (18).JPG",PlantVillage
D00289,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (19).JPG",PlantVillage
D00290,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (20).JPG",PlantVillage
D00291,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (21).JPG",PlantVillage
D00292,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (22).JPG",PlantVillage
D00293,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (23).JPG",PlantVillage
D00294,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (24).JPG",PlantVillage
D00295,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (25).JPG",PlantVillage
D00296,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (26).JPG",PlantVillage
D00297,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (27).JPG",PlantVillage
D00298,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (28).JPG",PlantVillage
D00299,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (29).JPG",PlantVillage
D00300,Cherry,"white powdery spots, circular spots, irregular",Powdery mildew,"images\Cherry,Powdery mildew\image (30).JPG",PlantVillage
D00301,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (1).jpg",PlantVillage
D00302,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (2).jpg",PlantVillage
D00303,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (3).jpg",PlantVillage
D00304,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (4).jpg",PlantVillage
D00305,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (5).jpg",PlantVillage
D00306,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (6).jpg",PlantVillage
D00307,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (7).jpg",PlantVillage
D00308,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (8).jpg",PlantVillage
D00309,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (9).jpg",PlantVillage
D00310,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (10).jpg",PlantVillage
D00311,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (11).jpg",PlantVillage
D00312,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (12).jpg",PlantVillage
D00313,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (13).jpg",PlantVillage
D00314,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (14).jpg",PlantVillage
D00315,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (15).jpg",PlantVillage
D00316,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (16).jpg",PlantVillage
D00317,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (17).jpg",PlantVillage
D00318,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (18).jpg",PlantVillage
D00319,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (19).jpg",PlantVillage
D00320,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (20).jpg",PlantVillage
D00321,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (21).jpg",PlantVillage
D00322,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (22).jpg",PlantVillage
D00323,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (23).jpg",PlantVillage
D00324,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (24).jpg",PlantVillage
D00325,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (25).jpg",PlantVillage
D00326,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (26).jpg",PlantVillage
D00327,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (27).jpg",PlantVillage
D00328,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (28).jpg",PlantVillage
D00329,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (29).jpg",PlantVillage
D00330,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (30).jpg",PlantVillage
D00331,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (31).jpg",PlantVillage
D00332,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (32).jpg",PlantVillage
D00333,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (33).jpg",PlantVillage
D00334,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (34).jpg",PlantVillage
D00335,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (35).jpg",PlantVillage
D00336,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (36).jpg",PlantVillage
D00337,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (37).jpg",PlantVillage
D00338,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (38).jpg",PlantVillage
D00339,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (39).jpg",PlantVillage
D00340,Corn,"no spots,bite marks,or abnormal areas observed/present on the leaf",healthy,"images\Corn,healthy\image (40).jpg",PlantVillage
D00341,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (1).JPG",PlantVillage
D00342,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (2).JPG",PlantVillage
D00343,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (3).JPG",PlantVillage
D00344,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (4).JPG",PlantVillage
D00345,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (5).JPG",PlantVillage
D00346,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (6).JPG",PlantVillage
D00347,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (7).JPG",PlantVillage
D00348,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (8).JPG",PlantVillage
D00349,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (9).JPG",PlantVillage
D00350,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (10).JPG",PlantVillage
D00351,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (11).JPG",PlantVillage
D00352,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (12).JPG",PlantVillage
D00353,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (13).JPG",PlantVillage
D00354,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (14).JPG",PlantVillage
D00355,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (15).JPG",PlantVillage
D00356,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (16).JPG",PlantVillage
D00357,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (17).JPG",PlantVillage
D00358,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (18).JPG",PlantVillage
D00359,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (19).JPG",PlantVillage
D00360,Corn,"yellow orange, yellow brown, reddish brown pustules, circular spots",Leaf Rust,"images\Corn,Leaf Rust\image (20).JPG",PlantVillage
D00361,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (1).JPG",PlantVillage
D00362,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (2).JPG",PlantVillage
D00363,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (3).JPG",PlantVillage
D00364,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (4).jpg",PlantVillage
D00365,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (5).JPG",PlantVillage
D00366,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (6).JPG",PlantVillage
D00367,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (7).jpg",PlantVillage
D00368,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (8).JPG",PlantVillage
D00369,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (9).JPG",PlantVillage
D00370,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (10).JPG",PlantVillage
D00371,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (11).JPG",PlantVillage
D00372,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (12).JPG",PlantVillage
D00373,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (13).JPG",PlantVillage
D00374,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (14).JPG",PlantVillage
D00375,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (15).JPG",PlantVillage
D00376,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (16).JPG",PlantVillage
D00377,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (17).JPG",PlantVillage
D00378,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (18).JPG",PlantVillage
D00379,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (19).JPG",PlantVillage
D00380,Corn,"tan to brown spots,dark brown circular spots",Leaf Spot,"images\Corn,Leaf Spot\image (20).jpg",PlantVillage
D00381,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (1).JPG",PlantVillage
D00382,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (2).JPG",PlantVillage
D00383,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (3).JPG",PlantVillage
D00384,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (4).JPG",PlantVillage
D00385,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (5).JPG",PlantVillage
D00386,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (6).JPG",PlantVillage
D00387,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (7).JPG",PlantVillage
D00388,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (8).JPG",PlantVillage
D00389,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (9).JPG",PlantVillage
D00390,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (10).JPG",PlantVillage
D00391,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (11).JPG",PlantVillage
D00392,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (12).JPG",PlantVillage
D00393,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (13).JPG",PlantVillage
D00394,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (14).JPG",PlantVillage
D00395,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (15).jpg",PlantVillage
D00396,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (16).JPG",PlantVillage
D00397,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (17).JPG",PlantVillage
D00398,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (18).JPG",PlantVillage
D00399,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (19).JPG",PlantVillage
D00400,Corn,"elongated, dark brown to gray lesions present",Northern Leaf Blight,"images\Corn,Northern Leaf Blight\image (20).jpg",PlantVillage
D00401,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (1).JPG",PlantVillage
D00402,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (2).JPG",PlantVillage
D00403,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (3).JPG",PlantVillage
D00404,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (4).JPG",PlantVillage
D00405,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (5).JPG",PlantVillage
D00406,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (6).JPG",PlantVillage
D00407,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (7).JPG",PlantVillage
D00408,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (8).JPG",PlantVillage
D00409,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (9).JPG",PlantVillage
D00410,Grape,"dark brown to black spots,mostly circular in shape,varying in size",Black rot,"images\Grape,Black rot\image (10).JPG",PlantVillage
